ID,brand,model,year,transmission,mileage,fuelType,mpg,engineSize,tax,tax(£),price
56308,toyota, Aygo,2019.0,Manual,1551.0,Petrol,57.7,1.0,145.0,,10290
56309,bmw, 2 Series,2016.0,Manual,24170.0,Petrol,50.4,1.5,125.0,,13899
56310,vw, Tiguan,2019.0,Manual,2405.0,Diesel,42.8,2.0,145.0,,32990
56311,bmw, M5,2015.0,Semi-Auto,42934.0,Petrol,28.5,4.4,555.0,,24310
56312,toyota, Avensis,2017.0,Manual,43798.0,Diesel,67.3,1.6,145.0,,9800
56313,bmw, 4 Series,2015.0,Automatic,36715.0,Petrol,37.2,3.0,265.0,,19995
56314,ford, Fiesta,2015.0,Manual,50406.0,Petrol,65.7,1.0,0.0,,7299
56315,toyota, Aygo,2014.0,Manual,25569.0,Petrol,69.0,1.0,0.0,,6000
56316,ford, Fiesta,2018.0,Manual,8929.0,Petrol,58.9,1.0,145.0,,12251
56317,merc, GLA Class,2019.0,Semi-Auto,6500.0,Petrol,44.8,1.6,150.0,,21995
56318,bmw, 2 Series,2019.0,Manual,2903.0,Petrol,52.3,1.5,150.0,,20780
56319,vw, Tiguan,2019.0,Semi-Auto,15953.0,Petrol,31.4,2.0,150.0,,26999
56320,bmw, 3 Series,2019.0,Semi-Auto,7688.0,Diesel,48.7,2.0,145.0,,35000
56321,ford, Kuga,2013.0,Manual,78175.0,Diesel,47.9,2.0,200.0,,7999
56322,audi, Q3,2014.0,Manual,64002.0,Diesel,50.4,2.0,160.0,,12210
56323,skoda, Karoq,2018.0,Manual,41277.0,Petrol,53.3,1.0,145.0,,16525
56324,bmw, 4 Series,2019.0,Semi-Auto,3040.0,Diesel,65.7,2.0,145.0,,25070
56325,skoda, Fabia,2018.0,Manual,11221.0,Petrol,64.2,1.0,150.0,,10795
56326,bmw, 1 Series,2017.0,Semi-Auto,23404.0,Petrol,54.3,1.5,145.0,,16395
56327,, Prius,2017.0,Automatic,58459.0,Hybrid,94.1,1.8,135.0,,14800
56328,merc, CL Class,2017.0,Semi-Auto,29525.0,Diesel,67.3,2.1,20.0,,17990
56329,ford, Fiesta,2018.0,Manual,30601.0,Petrol,65.7,1.0,150.0,,11490
56330,audi, A4,2017.0,Manual,38334.0,Diesel,68.9,2.0,20.0,,16380
56331,ford, Fusion,2008.0,Manual,105001.0,Petrol,42.8,1.6,200.0,,1895
56332,ford,,2018.0,Manual,4736.0,Petrol,43.5,1.2,145.0,,10250
56333,vw, Tiguan,2019.0,Manual,10448.0,Diesel,42.8,2.0,145.0,,31000
56334,skoda, Citigo,2017.0,Manual,38979.0,Petrol,64.2,1.0,150.0,,5990
56335,toyota, Auris,2016.0,Automatic,18692.0,Hybrid,78.5,1.8,0.0,,13990
56336,audi, A6,2019.0,Automatic,3242.0,Diesel,39.2,3.0,145.0,,45485
56337,audi, A5,2019.0,Automatic,7502.0,Petrol,40.4,2.0,145.0,,28000
56338,merc, C Class,2020.0,Automatic,2004.0,Diesel,61.4,2.0,145.0,,33998
56339,vw, Golf,2019.0,Manual,1207.0,Petrol,37.2,2.0,145.0,,27995
56340,ford, Focus,2019.0,Manual,7509.0,Petrol,60.1,1.0,145.0,,15980
56341,merc, GLC Class,2019.0,Automatic,10065.0,Petrol,34.0,3.0,145.0,,46624
56342,ford, Focus,2017.0,Manual,16610.0,Petrol,41.5,2.0,200.0,,17899
56343,merc, GLA Class,2019.0,Semi-Auto,8117.0,Petrol,50.4,1.6,145.0,,24649
56344,hyundi, I10,2017.0,Manual,20948.0,Petrol,60.1,1.0,,145.0,6989
56345,toyota, Corolla,2019.0,Automatic,13002.0,Hybrid,78.5,1.8,135.0,,21991
56346,audi, Q5,2020.0,Semi-Auto,4003.0,Diesel,32.5,3.0,145.0,,58495
56347,toyota, Yaris,2014.0,Manual,24388.0,Petrol,55.0,1.3,30.0,,7449
56348,ford, Kuga,2018.0,Manual,17252.0,Diesel,54.3,1.5,145.0,,16999
56349,skoda, Superb,2016.0,Manual,26407.0,Diesel,68.9,2.0,20.0,,14698
56350,vw, Polo,2016.0,Manual,39654.0,Petrol,60.1,1.2,20.0,,9490
56351,ford, Fiesta,2015.0,Manual,18817.0,Petrol,62.8,1.0,20.0,,9600
56352,merc, A Class,2018.0,Semi-Auto,14907.0,Petrol,53.3,1.3,145.0,,20995
56353,audi, A8,1997.0,Automatic,122001.0,Petrol,18.9,4.2,265.0,,4650
56354,ford, Edge,2018.0,Semi-Auto,27219.0,Diesel,47.9,2.0,150.0,,24999
56355,merc, GLA Class,2015.0,Semi-Auto,60221.0,Diesel,55.4,2.1,125.0,,15390
56356,bmw, 5 Series,2016.0,Automatic,100174.0,Diesel,68.9,2.0,20.0,,11000
56357,skoda, Rapid,2015.0,Manual,76163.0,Diesel,67.3,1.6,0.0,,6040
56358,audi, Q7,2019.0,Semi-Auto,14920.0,Diesel,32.8,3.0,145.0,,47816
56359,audi, A5,2008.0,Semi-Auto,75708.0,Diesel,42.2,2.7,235.0,,6995
56360,vw, T-Roc,2018.0,Manual,6913.0,Petrol,55.4,1.0,145.0,,17495
56361,vw, Scirocco,2017.0,Manual,26637.0,Diesel,53.3,2.0,145.0,,15995
56362,ford, Fiesta,2017.0,Manual,15223.0,Petrol,65.7,1.0,0.0,,10000
56363,hyundi, Tucson,2018.0,Semi-Auto,33533.0,Petrol,39.8,1.6,,145.0,16780
56364,vw, Golf SV,2019.0,Manual,6532.0,Petrol,43.5,1.5,145.0,,17490
56365,vw, Golf,2016.0,Manual,28459.0,Diesel,67.3,2.0,20.0,,16490
56366,skoda, Kamiq,2019.0,Semi-Auto,1504.0,Petrol,43.5,1.5,145.0,,22500
56367,audi, A1,2017.0,Manual,30395.0,Petrol,56.5,1.4,30.0,,13490
56368,skoda, Octavia,2017.0,Manual,33445.0,Petrol,54.3,1.4,150.0,,12490
56369,ford, Kuga,2019.0,Manual,7041.0,Petrol,34.4,1.5,145.0,,17990
56370,ford, Focus,2017.0,Manual,40009.0,Diesel,74.3,1.5,0.0,,10800
56371,toyota, Hilux,2013.0,Manual,35692.0,Diesel,36.7,3.0,265.0,,15995
56372,skoda, Kodiaq,2019.0,Manual,9149.0,Diesel,52.3,2.0,145.0,,32000
56373,vw, Tiguan,2019.0,Manual,17005.0,Diesel,47.9,2.0,145.0,,19400
56374,audi, A5,2015.0,Semi-Auto,66508.0,Diesel,58.9,2.0,125.0,,13890
56375,ford, Focus,2018.0,Manual,5301.0,Diesel,57.7,1.5,145.0,,18500
56376,hyundi, I30,2019.0,Manual,2454.0,Petrol,42.2,1.4,,145.0,17790
56377,vw, Golf,2019.0,Semi-Auto,6908.0,Petrol,43.5,1.5,145.0,,21950
56378,vw, Golf,2019.0,Manual,1590.0,Petrol,47.1,1.5,145.0,,17290
56379,toyota, Yaris,2016.0,Manual,44215.0,Petrol,58.0,1.3,30.0,,7995
56380,skoda, Yeti Outdoor,2017.0,Manual,13004.0,Petrol,51.4,1.2,145.0,,13795
56381,bmw, 3 Series,2020.0,Semi-Auto,7.0,Petrol,42.2,2.0,145.0,,27999
56382,merc, CL Class,2018.0,Automatic,17006.0,Diesel,52.3,2.1,145.0,,21990
56383,merc, S Class,2019.0,Automatic,1806.0,Diesel,52.3,3.0,145.0,,63099
56384,vw, Touareg,2020.0,Semi-Auto,3990.0,Diesel,34.9,3.0,145.0,,42990
56385,audi, Q5,2018.0,Semi-Auto,19039.0,Diesel,56.5,2.0,145.0,,26790
56386,vw, Arteon,2020.0,Semi-Auto,5001.0,Diesel,50.4,2.0,145.0,,32990
56387,toyota, RAV4,2019.0,Automatic,16893.0,Hybrid,49.6,2.5,135.0,,29900
56388,vw, Tiguan,2018.0,Manual,14087.0,Diesel,50.4,2.0,145.0,,19485
56389,ford, Fiesta,2013.0,Manual,55577.0,Diesel,76.4,1.5,0.0,,5640
56390,vw, Golf,2017.0,Automatic,20681.0,Petrol,47.1,2.0,150.0,,18000
56391,hyundi, Tucson,2019.0,Semi-Auto,12333.0,Petrol,36.2,1.6,,145.0,18595
56392,ford, Fiesta,2017.0,Manual,19611.0,Petrol,65.7,1.0,0.0,,9850
56393,bmw, 2 Series,2017.0,Semi-Auto,25893.0,Diesel,64.2,2.0,145.0,,16798
56394,ford, Focus,2017.0,Manual,16844.0,Diesel,74.3,1.5,145.0,,13000
56395,audi, Q5,2019.0,Semi-Auto,4777.0,Diesel,38.2,2.0,145.0,,35995
56396,bmw, 1 Series,2014.0,Manual,63308.0,Diesel,68.9,2.0,20.0,,8499
56397,hyundi, I30,2017.0,Manual,34965.0,Diesel,74.3,1.6,,145.0,9499
56398,vw, T-Roc,2019.0,Manual,9088.0,Diesel,50.4,1.6,145.0,,18495
56399,vw, Jetta,2017.0,Manual,69223.0,Diesel,67.3,2.0,145.0,,8852
56400,toyota, RAV4,2016.0,Automatic,35054.0,Hybrid,55.4,2.5,20.0,,20791
56401,bmw, X1,2015.0,Automatic,30957.0,Diesel,52.3,2.0,165.0,,13495
56402,merc, E Class,2019.0,Semi-Auto,13949.0,Diesel,72.4,2.0,145.0,,24399
56403,bmw, 8 Series,2019.0,Semi-Auto,2397.0,Petrol,33.2,3.0,145.0,,53980
56404,vw, Golf,2020.0,Manual,11.0,Petrol,49.6,1.5,145.0,,21690
56405,skoda, Superb,2016.0,Manual,38981.0,Diesel,67.3,2.0,20.0,,13999
56406,ford, Fiesta,2018.0,Manual,30397.0,Petrol,64.2,1.1,145.0,,7899
56407,hyundi, IX20,2017.0,Manual,23201.0,Petrol,50.4,1.4,,125.0,8499
56408,hyundi, I10,2017.0,Manual,16811.0,Petrol,60.1,1.0,,145.0,7225
56409,vw, Polo,2019.0,Manual,10420.0,Petrol,48.7,1.0,145.0,,12425
56410,merc, SL CLASS,2017.0,Semi-Auto,25038.0,Petrol,36.7,3.0,150.0,,34990
56411,toyota, C-HR,2018.0,Automatic,31594.0,Hybrid,74.3,1.8,135.0,,20997
56412,vw, Golf,2019.0,Semi-Auto,6001.0,Petrol,37.7,2.0,145.0,,27990
56413,skoda, Octavia,2016.0,Manual,59249.0,Diesel,74.3,1.6,0.0,,9243
56414,ford, Kuga,2016.0,Automatic,20019.0,Petrol,38.2,1.5,235.0,,11998
56415,ford, Focus,2017.0,Manual,17240.0,Petrol,60.1,1.0,150.0,,10990
56416,ford, Kuga,2017.0,Automatic,15819.0,Petrol,38.2,1.5,235.0,,17920
56417,ford, Fiesta,2016.0,Manual,24752.0,Diesel,78.5,1.5,0.0,,10298
56418,ford, Focus,2016.0,Manual,32969.0,Diesel,67.3,2.0,20.0,,14499
56419,audi, A3,2019.0,Automatic,1311.0,Petrol,42.2,1.5,145.0,,21990
56420,vw, T-Roc,2020.0,Manual,3501.0,Petrol,42.2,1.5,145.0,,25990
56421,skoda, Octavia,2016.0,Manual,31550.0,Petrol,55.4,1.4,30.0,,10998
56422,bmw, X6,2019.0,Semi-Auto,2527.0,Petrol,26.4,3.0,145.0,,66750
56423,toyota, RAV4,2017.0,Automatic,15508.0,Hybrid,57.6,2.5,20.0,,21766
56424,hyundi, I10,2017.0,Manual,10393.0,Petrol,57.7,1.2,,145.0,8855
56425,vw, Passat,2019.0,Automatic,12813.0,Petrol,41.5,1.5,145.0,,19280
56426,ford, Focus,2018.0,Manual,8572.0,Petrol,60.1,1.0,150.0,,11250
56427,ford, Galaxy,2018.0,Manual,55211.0,Diesel,56.5,2.0,150.0,,13985
56428,merc, E Class,2019.0,Semi-Auto,14142.0,Diesel,72.4,2.0,145.0,,25780
56429,bmw, 1 Series,2017.0,Manual,24262.0,Petrol,52.3,1.5,145.0,,14498
56430,toyota, Yaris,2017.0,Automatic,24103.0,Hybrid,86.0,1.5,0.0,,10995
56431,bmw, 3 Series,2018.0,Automatic,29072.0,Diesel,64.2,2.0,145.0,,17399
56432,merc, GLE Class,2017.0,Semi-Auto,23751.0,Diesel,42.8,3.0,150.0,,29998
56433,ford, Fiesta,2017.0,Manual,10.0,Petrol,65.7,1.0,145.0,,10995
56434,toyota, Yaris,2013.0,Automatic,28236.0,Hybrid,80.7,1.5,0.0,,9550
56435,vw, Tiguan,2020.0,Automatic,1001.0,Diesel,42.8,2.0,145.0,,32999
56436,bmw, 1 Series,2017.0,Manual,21810.0,Petrol,53.3,1.5,145.0,,12700
56437,ford, EcoSport,2017.0,Semi-Auto,9259.0,Petrol,44.8,1.5,160.0,,11495
56438,bmw, 4 Series,2016.0,Automatic,43284.0,Diesel,58.9,2.0,125.0,,17000
56439,merc, CLA Class,2016.0,Manual,21731.0,Diesel,67.3,2.1,20.0,,16450
56440,merc, A Class,2019.0,Semi-Auto,605.0,Petrol,35.8,2.0,145.0,,33199
56441,hyundi, Tucson,2016.0,Manual,35004.0,Diesel,61.7,1.7,,30.0,12495
56442,audi, A5,2019.0,Automatic,3804.0,Diesel,50.4,2.0,145.0,,26500
56443,toyota, C-HR,2017.0,Manual,22959.0,Petrol,47.1,1.2,150.0,,16498
56444,skoda, Citigo,2017.0,Manual,22589.0,Petrol,64.2,1.0,20.0,,7750
56445,ford, Fiesta,2018.0,Manual,37352.0,Petrol,64.2,1.1,145.0,,8700
56446,audi, A4,2019.0,Manual,2931.0,Petrol,41.5,2.0,145.0,,18998
56447,skoda, Octavia,2017.0,Manual,23607.0,Diesel,62.8,2.0,150.0,,16495
56448,merc, C Class,2016.0,Semi-Auto,26001.0,Diesel,64.2,2.1,30.0,,19499
56449,vw, Golf,2016.0,Automatic,19657.0,Diesel,72.4,1.6,0.0,,13999
56450,vw, Golf SV,2019.0,Automatic,1005.0,Petrol,42.8,1.5,145.0,,21999
56451,audi, Q2,2020.0,Manual,3527.0,Petrol,43.5,1.5,145.0,,26880
56452,merc, GLE Class,2018.0,Automatic,21895.0,Diesel,36.7,3.0,150.0,,41000
56453,ford, Puma,2020.0,Manual,1216.0,Petrol,49.6,1.0,145.0,,21991
56454,hyundi, I20,2016.0,Manual,19428.0,Petrol,55.4,1.2,,30.0,7990
56455,toyota, C-HR,2017.0,Automatic,35921.0,Hybrid,74.3,1.8,0.0,,20550
56456,bmw, X2,2020.0,Manual,1859.0,Diesel,49.6,2.0,150.0,,29998
56457,audi, Q2,2020.0,Manual,6001.0,Petrol,43.5,1.5,145.0,,26339
56458,merc, CLS Class,2017.0,Semi-Auto,36409.0,Diesel,51.4,3.0,160.0,,22698
56459,audi, A1,2017.0,Semi-Auto,10429.0,Petrol,64.2,1.0,150.0,,12700
56460,bmw, X3,2011.0,Automatic,72007.0,Diesel,50.4,2.0,165.0,,11940
56461,vw, Polo,2017.0,Semi-Auto,13352.0,Petrol,61.4,1.4,20.0,,13998
56462,audi, Q7,2012.0,Automatic,91237.0,Diesel,39.2,3.0,300.0,,16995
56463,ford, Focus,2019.0,Automatic,4509.0,Petrol,50.4,1.0,150.0,,17000
56464,bmw, 2 Series,2018.0,Manual,19855.0,Diesel,64.2,2.0,150.0,,16980
56465,ford, Focus,2020.0,Manual,1557.0,Petrol,49.6,1.0,145.0,,17490
56466,ford, Focus,2017.0,Manual,20114.0,Petrol,41.5,2.0,145.0,,18997
56467,ford, Fiesta,2013.0,Manual,51342.0,Petrol,65.7,1.0,0.0,,6150
56468,hyundi, I30,2020.0,Manual,1304.0,Petrol,34.0,2.0,,150.0,26990
56469,merc, GLE Class,2019.0,Automatic,8120.0,Diesel,36.7,3.0,145.0,,48444
56470,bmw, 3 Series,2013.0,Manual,49103.0,Diesel,57.6,2.0,125.0,,10170
56471,skoda, Superb,2015.0,Manual,105068.0,Diesel,68.9,2.0,20.0,,8000
56472,bmw, X6,2016.0,Semi-Auto,21090.0,Diesel,47.1,3.0,200.0,,30891
56473,ford, Fiesta,2017.0,Manual,12303.0,Petrol,65.7,1.0,0.0,,10499
56474,vw, Golf,2018.0,Semi-Auto,25188.0,Diesel,57.7,2.0,145.0,,22500
56475,audi, Q5,2018.0,Semi-Auto,11006.0,Petrol,40.4,2.0,150.0,,31900
56476,vw, T-Roc,2020.0,Semi-Auto,3553.0,Petrol,32.5,2.0,150.0,,38950
56477,bmw, 5 Series,2018.0,Semi-Auto,17378.0,Diesel,62.8,2.0,145.0,,24999
56478,vw, Golf,2018.0,Manual,19260.0,Petrol,58.9,1.5,145.0,,14990
56479,ford, Grand Tourneo Connect,2016.0,Manual,30009.0,Diesel,61.4,1.5,125.0,,13995
56480,vw, Golf,2007.0,Manual,94001.0,Petrol,40.4,1.6,205.0,,2999
56481,vw, Polo,2011.0,Manual,48004.0,Petrol,47.9,1.4,150.0,,5440
56482,skoda, Fabia,2016.0,Manual,50703.0,Petrol,60.1,1.2,20.0,,8000
56483,toyota, Aygo,2017.0,Manual,23951.0,Petrol,69.0,1.0,0.0,,6072
56484,bmw, 1 Series,2019.0,Semi-Auto,1136.0,Diesel,60.1,2.0,145.0,,31723
56485,ford, Fiesta,2019.0,Manual,10350.0,Petrol,58.9,1.0,145.0,,13598
56486,audi, A3,2019.0,Semi-Auto,14693.0,Petrol,42.2,1.5,145.0,,22000
56487,ford, Focus,2017.0,Manual,40421.0,Diesel,74.3,1.5,145.0,,10460
56488,audi, A4,2019.0,Manual,5808.0,Petrol,39.2,2.0,145.0,,34950
56489,bmw, 4 Series,2017.0,Manual,40007.0,Diesel,67.3,2.0,30.0,,13999
56490,toyota, Aygo,2016.0,Manual,20001.0,Petrol,69.0,1.0,0.0,,7195
56491,bmw, 1 Series,2019.0,Manual,5307.0,Diesel,65.7,2.0,145.0,,19975
56492,audi, A1,2017.0,Semi-Auto,17451.0,Petrol,64.2,1.0,20.0,,13000
56493,toyota, Auris,2017.0,Automatic,39233.0,Hybrid,70.6,1.8,135.0,,15000
56494,bmw, 3 Series,2019.0,Automatic,6505.0,Petrol,42.2,2.0,150.0,,26750
56495,audi, Q5,2020.0,Semi-Auto,4009.0,Diesel,37.2,2.0,145.0,,42500
56496,merc, GLE Class,2016.0,Semi-Auto,30776.0,Diesel,39.2,3.0,300.0,,31390
56497,bmw, X3,2018.0,Semi-Auto,9412.0,Diesel,54.3,2.0,145.0,,29222
56498,audi, Q2,2019.0,Semi-Auto,3489.0,Petrol,33.2,2.0,150.0,,31888
56499,merc, C Class,2018.0,Semi-Auto,10347.0,Diesel,58.9,2.1,145.0,,22480
56500,merc, C Class,2019.0,Automatic,5007.0,Diesel,61.4,2.0,145.0,,30240
56501,audi, A3,2018.0,Semi-Auto,11284.0,Diesel,70.6,1.6,145.0,,19990
56502,toyota, Prius,2016.0,Automatic,67882.0,Hybrid,94.1,1.8,0.0,,15499
56503,ford, Focus,2018.0,Manual,16129.0,Petrol,57.7,1.0,145.0,,12849
56504,audi, A6,2019.0,Automatic,7401.0,Diesel,50.4,2.0,145.0,,27990
56505,audi, Q7,2017.0,Semi-Auto,30432.0,Diesel,39.2,4.0,145.0,,53990
56506,bmw, X2,2019.0,Automatic,130.0,Petrol,34.0,2.0,145.0,,34368
56507,audi, A5,2017.0,Manual,28023.0,Diesel,64.2,2.0,145.0,,19499
56508,ford, EcoSport,2018.0,Manual,8648.0,Diesel,67.3,1.5,145.0,,14780
56509,audi, A3,2019.0,Automatic,10388.0,Petrol,41.5,1.5,145.0,,23490
56510,vw, Touran,2016.0,Manual,43975.0,Diesel,64.2,1.6,30.0,,13498
56511,ford, Fiesta,2018.0,Manual,17020.0,Petrol,65.7,1.0,145.0,,8920
56512,skoda, Superb,2018.0,Semi-Auto,15025.0,Petrol,53.3,1.4,145.0,,16595
56513,vw, Scirocco,2017.0,Semi-Auto,10991.0,Petrol,44.1,2.0,145.0,,15995
56514,ford, EcoSport,2018.0,Manual,13129.0,Diesel,68.9,1.5,150.0,,12991
56515,audi, Q3,2017.0,Semi-Auto,20505.0,Petrol,47.9,1.4,150.0,,20450
56516,audi, A3,2016.0,Manual,31562.0,Petrol,60.1,1.4,20.0,,13995
56517,ford, C-MAX,2018.0,Manual,2459.0,Diesel,68.9,1.5,145.0,,12998
56518,toyota, Yaris,2018.0,Manual,12764.0,Petrol,58.9,1.5,145.0,,11000
56519,audi, Q3,2015.0,Manual,46064.0,Petrol,50.4,1.4,125.0,,12999
56520,toyota, Aygo,2019.0,Manual,7061.0,Petrol,57.7,1.0,150.0,,9700
56521,ford, Kuga,2018.0,Manual,14687.0,Diesel,54.3,2.0,145.0,,16899
56522,audi, A6,2016.0,Manual,47797.0,Diesel,61.4,2.0,30.0,,16744
56523,vw, Polo,2020.0,Semi-Auto,5136.0,Petrol,45.6,1.0,145.0,,15495
56524,ford, Fiesta,2018.0,Manual,30289.0,Petrol,64.2,1.1,145.0,,9700
56525,bmw, 3 Series,2018.0,Semi-Auto,29752.0,Diesel,60.1,2.0,145.0,,18690
56526,toyota, Auris,2015.0,Automatic,58688.0,Hybrid,74.3,1.8,0.0,,10698
56527,bmw, Z4,2011.0,Manual,26007.0,Petrol,33.2,2.5,300.0,,12995
56528,skoda, Rapid,2015.0,Manual,37502.0,Diesel,64.2,1.6,30.0,,8290
56529,audi, Q5,2019.0,Automatic,359.0,Diesel,39.2,2.0,145.0,,33985
56530,bmw, 1 Series,2017.0,Manual,15774.0,Diesel,83.1,1.5,0.0,,12338
56531,hyundi, I40,2016.0,Manual,61556.0,Diesel,60.1,1.7,,125.0,8770
56532,bmw, X1,2020.0,Semi-Auto,2003.0,Diesel,40.9,2.0,145.0,,29991
56533,skoda, Fabia,2015.0,Manual,29428.0,Petrol,60.1,1.2,20.0,,6990
56534,audi, A6,2016.0,Semi-Auto,38479.0,Diesel,51.4,3.0,160.0,,24990
56535,skoda, Fabia,2019.0,Semi-Auto,11997.0,Petrol,60.1,1.0,145.0,,11999
56536,merc, C Class,2019.0,Automatic,2957.0,Diesel,56.5,2.0,145.0,,28950
56537,, Ka+,2019.0,Manual,14295.0,Petrol,47.9,1.2,150.0,,8991
56538,ford, Focus,2014.0,Semi-Auto,30560.0,Petrol,44.8,1.6,165.0,,8000
56539,merc, C Class,2019.0,Automatic,3008.0,Diesel,48.7,2.0,145.0,,31999
56540,merc, M Class,2013.0,Semi-Auto,41369.0,Diesel,39.2,3.0,300.0,,16770
56541,toyota, Aygo,2016.0,Manual,20825.0,Petrol,69.0,1.0,0.0,,6873
56542,vw, T-Roc,2019.0,Automatic,52.0,Petrol,39.8,1.5,145.0,,23150
56543,merc, C Class,2019.0,Semi-Auto,14388.0,Petrol,46.3,1.5,145.0,,19799
56544,skoda, Karoq,2019.0,Manual,1946.0,Diesel,42.8,2.0,145.0,,21500
56545,merc, GLE Class,2017.0,Semi-Auto,22076.0,Hybrid,76.4,3.0,135.0,,34950
56546,bmw, 3 Series,2018.0,Automatic,13435.0,Diesel,49.6,3.0,145.0,,27000
56547,audi, A1,2016.0,Manual,17274.0,Petrol,55.4,1.4,30.0,,11899
56548,bmw, X1,2016.0,Semi-Auto,20762.0,Diesel,60.1,2.0,125.0,,19391
56549,ford, Fiesta,2017.0,Manual,29021.0,Petrol,65.7,1.0,150.0,,8999
56550,skoda, Superb,2019.0,Semi-Auto,1997.0,Diesel,47.9,1.6,150.0,,21998
56551,ford, Fiesta,2013.0,Manual,45278.0,Petrol,54.3,1.2,30.0,,5650
56552,ford, Fiesta,2019.0,Manual,3259.0,Petrol,48.7,1.1,145.0,,13030
56553,ford, Fiesta,2018.0,Manual,8214.0,Petrol,58.9,1.0,145.0,,15199
56554,audi, A1,2016.0,Manual,15225.0,Diesel,76.3,1.6,0.0,,11499
56555,audi, A1,2015.0,Automatic,40001.0,Petrol,58.9,1.4,30.0,,13250
56556,bmw, X6,2014.0,Automatic,68788.0,Diesel,37.7,3.0,305.0,,16750
56557,toyota, Aygo,2018.0,Manual,10389.0,Petrol,68.9,1.0,145.0,,9495
56558,merc, E Class,2016.0,Semi-Auto,54130.0,Diesel,50.4,3.0,160.0,,19250
56559,bmw, 3 Series,2019.0,Automatic,4259.0,Diesel,47.9,3.0,145.0,,33570
56560,ford, Focus,2018.0,Manual,8349.0,Petrol,60.1,1.0,145.0,,16990
56561,vw, Arteon,2019.0,Automatic,17.0,Petrol,40.4,1.5,145.0,,25990
56562,toyota, Auris,2016.0,Automatic,32009.0,Hybrid,78.5,1.8,0.0,,12995
56563,toyota, Auris,2014.0,Manual,47304.0,Petrol,47.9,1.6,150.0,,6700
56564,merc, C Class,2016.0,Manual,23225.0,Diesel,68.9,1.6,20.0,,16200
56565,ford, Kuga,2016.0,Manual,32205.0,Petrol,45.6,1.5,160.0,,13500
56566,ford, Focus,2019.0,Manual,8001.0,Petrol,60.1,1.0,150.0,,15990
56567,audi, A4,2019.0,Manual,3384.0,Petrol,39.2,2.0,145.0,,29300
56568,ford, EcoSport,2017.0,Manual,11657.0,Petrol,44.8,1.5,160.0,,9400
56569,merc, A Class,2013.0,Manual,80163.0,Diesel,62.8,1.8,30.0,,9498
56570,ford, Edge,2018.0,Manual,26532.0,Diesel,47.9,2.0,145.0,,21200
56571,vw, Tiguan,2020.0,Manual,2003.0,Diesel,47.9,2.0,145.0,,26000
56572,ford, Fiesta,2016.0,Manual,18506.0,Petrol,65.7,1.0,0.0,,9298
56573,skoda, Citigo,2016.0,Manual,26195.0,Petrol,64.2,1.0,20.0,,6495
56574,merc, A Class,2019.0,Automatic,4558.0,Diesel,62.8,1.5,145.0,,22299
56575,skoda, Kodiaq,2019.0,Automatic,8970.0,Diesel,35.3,2.0,145.0,,34995
56576,vw, Golf,2019.0,Manual,15709.0,Petrol,49.6,1.0,145.0,,15990
56577,, Fiesta,2017.0,Manual,24643.0,Petrol,54.3,1.2,125.0,,6717
56578,bmw, 3 Series,2019.0,Semi-Auto,8354.0,Petrol,43.5,2.0,145.0,,28450
56579,vw, Tiguan,2017.0,Semi-Auto,19627.0,Diesel,57.6,2.0,125.0,,21290
56580,skoda, Kodiaq,2018.0,Manual,8944.0,Diesel,52.3,2.0,145.0,,21990
56581,merc, E Class,2015.0,Semi-Auto,45040.0,Diesel,56.5,2.1,125.0,,14998
56582,merc, A Class,2016.0,Manual,47280.0,Petrol,51.4,1.6,125.0,,13900
56583,audi, A4,2016.0,Manual,38160.0,Diesel,68.9,2.0,20.0,,16000
56584,bmw, 3 Series,2020.0,Automatic,103.0,Diesel,47.9,3.0,145.0,,37250
56585,merc, B Class,2019.0,Semi-Auto,4018.0,Diesel,55.4,2.0,145.0,,23980
56586,vw, Tiguan,2019.0,Automatic,4598.0,Petrol,37.7,1.5,145.0,,23975
56587,vw, Golf,2019.0,Semi-Auto,5494.0,Petrol,32.8,2.0,145.0,,28756
56588,vw, Polo,2019.0,Manual,3300.0,Petrol,52.3,1.0,150.0,,14561
56589,hyundi, Tucson,2016.0,Automatic,18291.0,Diesel,46.3,2.0,,200.0,15200
56590,audi, A4,2020.0,Semi-Auto,25.0,Petrol,42.2,2.0,145.0,,29000
56591,toyota, Auris,2015.0,Automatic,19719.0,Hybrid,76.4,1.8,0.0,,13200
56592,vw, Touran,2018.0,Manual,36878.0,Diesel,61.4,1.6,145.0,,17000
56593,audi, A5,2019.0,Semi-Auto,17920.0,Petrol,40.4,2.0,145.0,,24975
56594,bmw, 2 Series,2019.0,Semi-Auto,2568.0,Diesel,67.3,2.0,145.0,,28630
56595,merc, A Class,2018.0,Automatic,16034.0,Diesel,74.3,1.5,150.0,,17250
56596,ford, Ka+,2017.0,Manual,12876.0,Petrol,57.7,1.2,145.0,,7995
56597,vw, Polo,2017.0,Manual,7945.0,Petrol,60.1,1.2,145.0,,11532
56598,ford, Kuga,2019.0,Manual,1993.0,Petrol,35.3,1.5,145.0,,20499
56599,vw, Up,2017.0,Automatic,29003.0,Petrol,65.7,1.0,0.0,,7640
56600,ford, Fiesta,2016.0,Manual,23460.0,Petrol,65.7,1.0,0.0,,8500
56601,audi, A4,2016.0,Automatic,58397.0,Diesel,62.8,3.0,30.0,,17970
